ROTACION DUANA @@@@@@@
CODIGO@MEDICAMENTO@MOLECULA@PROMEDIO MES@STOCK FARMACIA@PEDIDO 60 DIAS@@STOCK BODEGA
198A0010044@ACETAMINOFEN JARABE 150 MG/5ML SOLUCION ORAL | FRASCO X 60 ML. LAFRANCOL@ACETAMINOFEN@1@8@0@@245
198A0010042@ACETAMINOFEN 500mg TABLETA | CAJA X 100. LAFRANCOL@ACETAMINOFEN@3512@3858@3166@@50
1312A1710001@NODOL FORTE 325+30MG TABLETA | CAJA X 100. SALUSPHARMA S.A.S.@ACETAMINOFEN+CODEINA@1020@1120@920@@0
198A0650001@DOLIREN RECUBIERTA 5MG/325MG TABLETA | CAJA X 10. LAFRANCOL@ACETAMINOFEN-HIDROCODONA BITARTRATO@650@0@1300@@0
198A0650003@DOLIREN 5MG/325MG TABLETA | CAJA X 100. LAFRANCOL@ACETAMINOFEN-HIDROCODONA BITARTRATO@0@330@0@@0
1125A0020001@ACETAZOLAMIDA 250MG TABLETA | CAJA X 30. PROCAPS@ACETAZOLAMIDA@0@110@0@@90
192A0050071@N-ACETILCISTEINA GRANULADO 600MG SOBRE | CAJA X 10. LA SANTE@ACETILCISTEINA@0@2@0@@0
1158A0050086@AFLUX LISTO JARABE 2G SOLUCION ORAL | FRASCO X 150ML. TECNOQUIMICAS@ACETILCISTEINA@0@1@0@@0
127A0050068@ZIFLUVIS POLVO PARA RECONSTITUIR 2g/ 100MG/5ML SOLUCION ORAL | FRASCO X 150ML. BIOQUIFAR@ACETILCISTEINA@0@3@0@@92
168A0060097@ACICLOVIR 200MG TABLETA | CAJA X 25. GEN-FAR S.A@ACICLOVIR@0@80@0@@50
168A0060098@ACICLOVIR 800MG TABLETA | CAJA X 10. GEN-FAR S.A@ACICLOVIR@0@30@0@@510
1168A0030067@ACIDO ACETILSALICILICO 100 MG TABLETA | CAJA X 900. GEN-FAR S.A@ACIDO ACETIL SALICILICO@2240@1805@2675@@89550
120A0030063@CARDIOASPIRINA RETARD 81MG TABLETA | CAJA X 30. BAYER@ACIDO ACETIL SALICILICO@40@0@80@@0
120A0030060@CARDIOASPIRINA RETARD 100MG TABLETA | CAJA X 30. BAYER@ACIDO ACETIL SALICILICO@20@120@0@@0
150A0310196@VITAMINA C  500MG TABLETA | CAJA X 250. ECAR@ACIDO ASCORBICO@90@0@180@@25075
150F0142041@ACIDO FOLICO 1MG TABLETA | CAJA X 600. ECAR@ACIDO FOLICO@762@1355@170@@2860
168A336930668@ACIDO FUSIDICO 2% CREMA | TUBO X 15G. GEN-FAR S.A@ACIDO FUSIDICO@0@2@0@@33
1125A0310284@DRONIBAN 6mg/6ml SOLUCION INYECTABLE | CAJA X 1. PROCAPS@ACIDO IBANDRONICO@1@1@2@@0
198I0212572@OSEBAN 3mg/3ml SOLUCION INYECTABLE | CAJA X 1. LAFRANCOL@ACIDO IBANDRONICO@0@2@0@@0
1112I0212572@IBANDROMET 150MG TABLETA | CAJA X 1. SIEGFRIED@ACIDO IBANDRONICO@1@0@3@@0
1172I0210001@MELIBA 150 MG TABLETA | CAJA X 1. ZAMBON@ACIDO IBANDRONICO@0@2@0@@0
1145A1600637@ACRYLARM OFTALMICA 0,25% GEL O JALEA | TUBO X 10G. SCANDINAVIA@ACIDO POLIACRILICO@5@5@5@@0
1163A0930476@ACIDO ZOLEDRONICO 4mg SOLUCION INYECTABLE | CAJA X 1. VITALIS@ACIDO ZOLEDRONICO@0@2@0@@39
1116A0940477@ACLASTA-SANDOZ 5mg SOLUCION INYECTABLE | FRASCO X 100ml. NOVARTIS@ACIDO ZOLEDRONICO@0@1@0@@0
127A0080123@FINAPAR SACHET 20MG/ML X 20ML SUSPENSION ORAL | CAJA X 50. BIOQUIFAR@ALBENDAZOL@2@44@0@@5123
