ROTACION DUANA @@@@@@@
CODIGO@MEDICAMENTO@MOLECULA@PROMEDIO MES@STOCK FARMACIA@PEDIDO 60 DIAS@@STOCK BODEGA
180A0370299@ABACAVIR 300MG TABLETA | FRASCO X 60. LEGRAND@ABACAVIR@60@0@120@@0
180A0440001@LAMCAVIR 300MG/600MG TABLETA | CAJA X 30. HUMAX@ABACAVIR+LAMIVUDINA@0@60@0@@1950
135A0460337@ORENCIA 125mg/mL SOLUCION INYECTABLE | CAJA X 4. BRISTOL@ABATACEPT@4@0@8@@0
1203A1480002@DUZIN C 500 GR CREMA | POTE X 1. DUMIAN MEDICAL S.A.S@ACEITE DE CALENDULA+OXIDO DE Z@0@5@0@@0
1161A0480342@OMEGA 3 1000MG+400UI 1000 TABLETA | CAJA X 100. VARIOS E IMPORTADOS@ACEITE DE PESCADO + VITAMINA E@0@100@0@@0
1161R0044011@ACEITE DE RICINO 60 ML SOLUCION ORAL | FRASCO X 60 ML. VARIOS E IMPORTADOS@ACEITE DE RICINO@2@3@1@@1
1714G0380002@ACEITE DE RICINO 30ML SOLUCION ORAL | FRASCO X 1. LABORATORIO NATURQUIM@ACEITE DE RICINO@5@22@0@@6
1714R0040001@ACEITE DE RICINO 60ML SOLUCION ORAL | CAJA X 1. LABORATORIO NATURQUIM@ACEITE DE RICINO@0@0@1@@0
198A0010042@ACETAMINOFEN 500mg TABLETA | CAJA X 100. LAFRANCOL@ACETAMINOFEN@46279@45993@46566@@1510
198A0010044@ACETAMINOFEN JARABE 150 MG/5ML SOLUCION ORAL | FRASCO X 60 ML. LAFRANCOL@ACETAMINOFEN@2@12@0@@9
1312A1710001@NODOL FORTE 325+30MG TABLETA | CAJA X 100. SALUSPHARMA S.A.S.@ACETAMINOFEN+CODEINA@3002@0@6005@@0
1144A1710012@WINADEINE F 325MG/30MG TABLETA | CAJA X 30. SANOFI-AVENTIS@ACETAMINOFEN+CODEINA@0@30@0@@0
1115A1710544@ACETAMINOFEN+CODEINA 325+30mg TABLETA | CAJA X 200. NOVAMED@ACETAMINOFEN+CODEINA@6750@3368@10133@@0
1101A0650001@DOLOFF 5MG+325MG TABLETA | CAJA X 30. LEGRAND@ACETAMINOFEN-HIDROCODONA BITARTRATO@240@0@480@@1000
198A0650001@DOLIREN RECUBIERTA 5MG/325MG TABLETA | CAJA X 10. LAFRANCOL@ACETAMINOFEN-HIDROCODONA BITARTRATO@330@320@340@@0
1175A0640426@TIZAFEN 350MG+2MG TABLETA | CAJA X 20. SIEGFRIED@ACETAMINOFEN+TIZANIDINA@3@20@0@@20
1125A0660001@ISBELA 2+.035mg TABLETA | CAJA X 21. PROCAPS@ACETATOCIPROTERONA+ETILINESTRADIOL@0@42@0@@0
127A0050068@ZIFLUVIS POLVO PARA RECONSTITUIR 2g/ 100MG/5ML SOLUCION ORAL | FRASCO X 150ML. BIOQUIFAR@ACETILCISTEINA@1@13@0@@200
127A0050070@ZIFLUVIS GRANULADO 200 MG SOBRE | CAJA X 60. BIOQUIFAR@ACETILCISTEINA@828@938@719@@23338
192A0050071@N-ACETILCISTEINA GRANULADO 600MG SOBRE | CAJA X 10. LA SANTE@ACETILCISTEINA@487@655@320@@0
168A0060100@ACICLOVIR 5% UNGUENTO | TUBO X 15GR. GEN-FAR S.A@ACICLOVIR@6@10@3@@0
168A0060097@ACICLOVIR 200MG TABLETA | CAJA X 25. GEN-FAR S.A@ACICLOVIR@26@153@0@@0
168A0060098@ACICLOVIR 800MG TABLETA | CAJA X 10. GEN-FAR S.A@ACICLOVIR@101@104@99@@0
120A0030063@CARDIOASPIRINA RETARD 81MG TABLETA | CAJA X 30. BAYER@ACIDO ACETIL SALICILICO@150@150@150@@0
1168A0030067@ACIDO ACETILSALICILICO 100 MG TABLETA | CAJA X 900. GEN-FAR S.A@ACIDO ACETIL SALICILICO@19494@20440@18548@@406410
120A0030060@CARDIOASPIRINA RETARD 100MG TABLETA | CAJA X 30. BAYER@ACIDO ACETIL SALICILICO@571@225@918@@0
1115A0310283@VITAMINA C 500MG TABLETA | CAJA X 300. NOVAMED@ACIDO ASCORBICO@776@0@1553@@51600
150A0310196@VITAMINA C  500MG TABLETA | CAJA X 250. ECAR@ACIDO ASCORBICO@819@1545@93@@41575
1156A1930001@STAFEN  135/10MG TABLETA | CAJA X 30. LAFRANCOL@ACIDO FENOFIBRICO/ROSUVAST@50@60@40@@0
198A1930003@STAFEN 135/5MG TABLETA | CAJA X 30. LAFRANCOL@ACIDO FENOFIBRICO/ROSUVAST@0@60@0@@30
1156A1930002@STAFEN 135/20MG TABLETA | CAJA X 30. LAFRANCOL@ACIDO FENOFIBRICO/ROSUVAST@20@30@10@@0
150F0142041@ACIDO FOLICO 1MG TABLETA | CAJA X 600. ECAR@ACIDO FOLICO@2610@3740@1480@@48460
150F0142039@ACIDO FOLICO 5 MG TABLETA | CAJA X 100. ECAR@ACIDO FOLICO@385@617@153@@31521
168A336930668@ACIDO FUSIDICO 2% CREMA | TUBO X 15G. GEN-FAR S.A@ACIDO FUSIDICO@38@11@65@@8
